,Gender,Age,Relationship status,Highest Educational Qualification,Field of Education,Years of working experience,Years within current field of employment,Employee code/number,Job type,Job Location,Seniority Level,Salary,avg Hours worked per week,Value of benefits/allowance provided,Performance Rating,Training/upskilling opportunities provided,Unpaid Overtime hours per week,Employee department,Years in current role,Years with current supervisor,Years since last promotion,number of employee in company,last salary adjustment percentage,average Travel on work percentage,Work-Life balance,employer Recognition/award,Job satisfaction,Company satisfaction,Label
968,Male,50,Divorced,Undergraduate,Medical,32,5,997,Fixed-term,Remote,Executive,17399,32,9194,4,neutral,11,Management,4,3,1,9465,3.84,15,disagree,disagree,agree,strongly agree,0
969,Female,41,Married,Post-graduate,Marketing,14,5,1909,Casual/adhoc,Remote,Junior,4393,42,9107,5,agree,0,Operations,4,4,1,5011,4.24,14,neutral,disagree,disagree,disagree,0
970,Male,42,Divorced,Post-graduate,Medical,7,2,752,Casual/adhoc,Hybrid,Graduate/intern,2759,32,3753,5,strongly agree,7,Operations,2,2,2,503,7.15,34,neutral,disagree,neutral,neutral,1
971,Male,23,Married,Post-graduate,Marketing,1,1,2023,Casual/adhoc,On-Site,Senior,1790,56,3994,1,disagree,16,Finance,0,0,1,3482,6.04,4,disagree,neutral,strongly disagree,disagree,1
972,Male,50,Married,Doctorate,Marketing,4,2,738,Fixed-term,Hybrid,Executive,3875,47,6394,3,strongly disagree,0,Finance,2,2,2,4263,2.99,4,neutral,strongly disagree,disagree,agree,0
973,Male,28,Married,Doctorate,Medical,6,6,1216,Fixed-term,Remote,Junior,3196,40,7804,2,strongly disagree,4,Finance,5,3,3,7730,4.11,19,neutral,neutral,strongly disagree,strongly agree,0
974,Male,22,Married,School,Medical,3,2,675,Fixed-term,On-Site,Executive,2773,37,7403,2,disagree,0,Operations,2,2,2,187,2.18,14,neutral,strongly disagree,neutral,neutral,0
975,Male,41,Single,Post-graduate,Medical,8,5,466,Casual/adhoc,On-Site,Senior,6032,35,9535,3,disagree,0,Technical,4,2,1,9450,9.66,17,neutral,strongly agree,disagree,strongly agree,0
976,Male,34,Single,School,Life Sciences,7,6,1103,Contract,Remote,Senior,7756,30,6963,2,strongly agree,3,Operations,2,4,0,5916,1.31,46,disagree,agree,agree,neutral,0
977,Female,36,Single,Doctorate,Life Sciences,15,1,1585,Casual/adhoc,Remote,Mid,6815,57,7736,1,disagree,0,Management,0,0,0,5570,3.72,1,neutral,strongly agree,neutral,agree,0
978,Female,58,Married,Doctorate,Medical,31,10,1360,Casual/adhoc,Remote,Junior,10008,30,305,1,agree,11,Technical,9,9,5,6376,0.26,28,disagree,neutral,strongly disagree,strongly disagree,1
979,Male,32,Single,Post-graduate,Medical,10,5,1516,Permanent,Hybrid,Senior,11244,52,8147,3,neutral,0,Operations,2,0,0,5839,2.22,12,agree,neutral,agree,strongly agree,0
980,Female,40,Divorced,School,Medical,15,12,1375,Permanent,Hybrid,Mid,6377,37,5942,2,disagree,5,HR,11,8,11,4373,7.8,3,neutral,strongly disagree,neutral,strongly agree,0
981,Female,45,Single,5,Medical,10,10,1611,Casual/adhoc,On-Site,Mid,5769,34,4465,1,disagree,5,Finance,7,4,1,9673,2.01,41,neutral,neutral,strongly disagree,agree,0
982,Male,28,Single,Doctorate,Medical,5,2,828,Casual/adhoc,Remote,Executive,4382,57,4610,1,agree,13,Technical,2,1,2,6623,0.8,44,disagree,disagree,neutral,disagree,1
983,Male,29,Divorced,Post-graduate,Medical,10,10,1669,Permanent,On-Site,Executive,4187,45,7416,4,strongly disagree,8,Management,0,9,0,5103,4.74,9,disagree,neutral,disagree,strongly agree,0
984,Male,31,Single,Undergraduate,Medical,6,5,355,Casual/adhoc,On-Site,Mid,3479,40,4069,4,strongly disagree,20,Operations,4,4,1,8138,0.1,30,agree,strongly disagree,disagree,strongly agree,1
985,Male,19,Single,Undergraduate,Technical Degree,1,1,566,Contract,On-Site,Executive,2564,34,2404,1,strongly agree,13,Technical,0,0,0,6706,0.85,40,strongly agree,strongly disagree,strongly agree,strongly disagree,1
986,Male,45,Divorced,Post-graduate,Life Sciences,25,1,86,Fixed-term,On-Site,Senior,9724,33,7510,3,agree,1,Management,0,0,0,2164,8.08,7,neutral,disagree,strongly disagree,agree,0
987,Female,36,Married,Doctorate,Life Sciences,7,3,1614,Casual/adhoc,Remote,Graduate/intern,4663,59,7569,5,neutral,0,Finance,2,1,1,5415,7.71,2,neutral,strongly disagree,neutral,strongly agree,0
988,Male,36,Married,Post-graduate,Life Sciences,16,15,373,Fixed-term,On-Site,Senior,3210,35,6501,5,neutral,4,HR,13,11,10,417,9.15,47,neutral,agree,strongly agree,agree,0
989,Female,36,Single,School,Medical,8,8,286,Casual/adhoc,Remote,Mid,2153,43,769,1,agree,3,Operations,1,7,1,1602,8.55,45,neutral,strongly agree,strongly agree,agree,0
990,Female,40,Divorced,Post-graduate,Medical,20,20,202,Fixed-term,Remote,Mid,5605,51,6396,1,neutral,11,Operations,7,13,2,6230,6.83,8,neutral,neutral,disagree,strongly agree,0
991,Female,51,Single,Post-graduate,Medical,21,7,258,Contract,Hybrid,Senior,13734,48,9642,1,strongly disagree,7,Technical,7,0,1,7519,0.52,29,neutral,agree,disagree,neutral,0
992,Female,33,Single,Undergraduate,Life Sciences,15,15,73,Permanent,Remote,Executive,13458,38,10304,3,neutral,3,Finance,14,12,8,2142,7.83,10,neutral,neutral,agree,neutral,0
993,Female,33,Single,Doctorate,Marketing,6,5,1157,Casual/adhoc,Hybrid,Executive,8224,41,2084,4,neutral,13,Finance,2,3,0,4698,8.46,34,neutral,agree,strongly disagree,agree,1
994,Female,35,Divorced,Post-graduate,Life Sciences,1,1,1569,Fixed-term,Remote,Mid,2074,40,2179,1,agree,11,Management,0,0,0,218,7.99,36,neutral,neutral,strongly disagree,neutral,1
995,Male,30,Divorced,Post-graduate,Life Sciences,10,10,159,Permanent,Remote,Junior,2613,43,4265,1,agree,7,HR,7,9,0,809,5.08,41,disagree,disagree,neutral,strongly agree,0
996,Female,54,Married,5,Medical,36,10,1665,Permanent,Remote,Executive,17426,52,5879,2,neutral,11,Management,8,7,4,3657,2.33,12,neutral,strongly disagree,neutral,neutral,0
997,Male,36,Married,Undergraduate,Medical,17,5,2061,Permanent,Hybrid,Senior,2571,45,9282,3,disagree,1,HR,2,3,0,3350,8.45,35,neutral,strongly disagree,agree,neutral,0
998,Male,24,Married,Post-graduate,Medical,6,6,639,Permanent,Hybrid,Executive,2725,30,8968,1,agree,8,Finance,5,4,1,8161,7.27,12,neutral,disagree,strongly agree,neutral,0
999,Male,37,Divorced,Undergraduate,Life Sciences,17,1,139,Contract,On-Site,Senior,5163,60,7480,2,strongly agree,3,Technical,0,0,0,8709,9.81,11,agree,agree,strongly agree,strongly agree,0
1000,Male,40,Single,Doctorate,Medical,10,1,832,Contract,Hybrid,Mid,5094,42,5261,5,strongly agree,5,Finance,0,0,0,2703,1.56,36,neutral,strongly agree,neutral,agree,0
1001,Male,42,Single,Undergraduate,Life Sciences,20,20,1976,Contract,Hybrid,Executive,4332,52,5256,1,strongly disagree,2,Operations,9,7,3,1201,2.26,9,neutral,agree,neutral,agree,0
1002,Male,30,Divorced,School,Life Sciences,1,1,11,Contract,Hybrid,Senior,2693,50,6048,1,neutral,4,Finance,0,0,0,4521,2.12,8,neutral,strongly disagree,neutral,strongly disagree,0
1003,Female,30,Single,Doctorate,Technical Degree,10,9,1745,Contract,Hybrid,Mid,4968,50,5343,2,disagree,5,Management,7,7,0,7957,7.93,6,neutral,strongly agree,strongly disagree,neutral,0
1004,Male,55,Married,Undergraduate,Technical Degree,12,10,389,Contract,On-Site,Junior,5415,59,7761,3,strongly disagree,7,Management,7,8,0,8277,1.87,1,neutral,neutral,strongly agree,agree,0
1005,Male,59,Married,Undergraduate,Medical,7,2,321,Fixed-term,Hybrid,Senior,2267,42,7315,1,neutral,5,Finance,2,2,2,6182,0.67,22,disagree,strongly agree,neutral,disagree,0
1006,Female,42,Married,Doctorate,Technical Degree,7,6,551,Fixed-term,Remote,Junior,4523,31,5177,5,agree,0,Finance,5,4,0,6758,9.99,38,strongly agree,agree,agree,agree,0
1007,Male,32,Single,Post-graduate,Marketing,10,10,722,Contract,Remote,Junior,5396,33,6790,1,strongly agree,4,Finance,7,8,0,2361,0.25,39,disagree,disagree,agree,agree,0
1008,Female,39,Single,Post-graduate,Medical,10,9,1633,Contract,Hybrid,Graduate/intern,5042,57,2201,5,disagree,10,HR,2,8,3,8121,8.35,38,strongly disagree,neutral,neutral,strongly agree,0
1009,Male,40,Divorced,Undergraduate,Medical,22,21,352,Permanent,Hybrid,Executive,19436,35,8178,4,strongly agree,4,Operations,7,9,3,608,3.65,20,neutral,agree,neutral,strongly agree,0
1010,Male,40,Married,Doctorate,Life Sciences,22,22,119,Permanent,Remote,Senior,13503,55,8933,4,agree,10,HR,3,11,11,2479,8.42,22,disagree,neutral,disagree,agree,0
1011,Male,32,Divorced,Post-graduate,Life Sciences,4,3,882,Fixed-term,Remote,Junior,2314,60,5676,5,neutral,4,Management,0,2,0,8979,5.55,28,neutral,strongly agree,strongly agree,neutral,0
1012,Male,46,Single,Doctorate,Life Sciences,19,10,1727,Permanent,On-Site,Graduate/intern,5562,56,5927,3,agree,0,Management,7,9,0,4852,9.02,13,neutral,strongly disagree,disagree,strongly agree,0
1013,Female,35,Single,Post-graduate,Medical,10,6,269,Fixed-term,Remote,Mid,4425,52,8015,1,agree,3,Finance,2,2,1,9584,9.26,25,neutral,agree,disagree,strongly agree,0
1014,Male,35,Single,Doctorate,Other,13,11,1667,Contract,Remote,Senior,4581,56,0,1,strongly agree,20,Finance,9,7,6,5595,0.09,50,agree,disagree,strongly agree,strongly disagree,1
1015,Male,33,Single,Doctorate,Other,6,3,939,Casual/adhoc,Hybrid,Junior,2799,34,9046,4,disagree,4,Technical,2,2,0,3309,0.75,4,neutral,strongly agree,strongly disagree,strongly agree,0
1016,Male,54,Married,Post-graduate,Life Sciences,36,10,1250,Contract,Remote,Executive,17779,54,5946,5,agree,0,HR,9,9,0,7498,2.5,30,neutral,agree,strongly agree,disagree,0
1017,Male,29,Divorced,Doctorate,Life Sciences,10,10,710,Fixed-term,On-Site,Graduate/intern,2720,32,6178,1,strongly agree,4,Finance,7,8,2,6843,6.69,24,neutral,disagree,strongly agree,disagree,0
1018,Male,40,Married,Undergraduate,Medical,15,7,281,Fixed-term,Remote,Junior,2741,30,7058,1,disagree,3,Management,2,7,3,5748,8.88,30,agree,agree,agree,neutral,0
1019,Female,33,Married,Doctorate,Life Sciences,12,10,428,Contract,Hybrid,Executive,11878,33,5367,3,neutral,10,Technical,6,8,8,5271,4.6,49,neutral,strongly agree,disagree,strongly agree,0
1020,Male,41,Divorced,Post-graduate,Life Sciences,21,7,199,Permanent,Hybrid,Junior,17181,54,7015,2,neutral,0,Management,6,7,7,7990,6.07,19,disagree,agree,strongly disagree,agree,0
1021,Male,44,Married,5,Human Resources,14,10,1642,Casual/adhoc,Remote,Senior,5743,49,5400,4,strongly disagree,5,HR,7,2,0,424,1.88,43,neutral,neutral,strongly agree,strongly agree,0
1022,Female,60,Married,Post-graduate,Life Sciences,33,29,549,Contract,Hybrid,Senior,19566,31,8335,4,strongly agree,6,Finance,8,10,11,3657,8.05,16,strongly disagree,strongly agree,strongly disagree,neutral,0
1023,Female,43,Single,Doctorate,Life Sciences,9,8,430,Contract,On-Site,Senior,2455,55,5629,2,disagree,8,Finance,7,7,1,3687,9.67,44,neutral,agree,strongly agree,agree,0
1024,Female,32,Single,Undergraduate,Life Sciences,10,8,1235,Casual/adhoc,On-Site,Graduate/intern,4998,59,8005,1,agree,3,Finance,7,7,0,251,2.69,1,neutral,strongly disagree,neutral,agree,0
1025,Male,43,Divorced,Post-graduate,Technical Degree,8,6,1599,Permanent,Remote,Senior,4876,59,10413,3,neutral,5,Operations,4,2,0,1054,4.95,24,neutral,agree,disagree,strongly agree,0
1026,Female,28,Single,Undergraduate,Marketing,6,2,1933,Fixed-term,Remote,Executive,9854,34,0,3,disagree,16,Technical,0,2,2,4454,0.86,12,neutral,neutral,neutral,strongly disagree,1
1027,Female,27,Married,Doctorate,Life Sciences,4,3,1027,Casual/adhoc,Remote,Junior,4227,32,7851,4,strongly agree,0,HR,2,2,2,7260,5.59,38,neutral,disagree,agree,neutral,0
1028,Male,34,Single,Post-graduate,Other,6,6,786,Fixed-term,Hybrid,Mid,6274,58,4772,3,strongly disagree,3,Finance,5,4,1,9483,5.03,27,neutral,disagree,agree,neutral,0
1029,Female,49,Married,Post-graduate,Marketing,9,9,840,Casual/adhoc,On-Site,Executive,7654,57,3953,2,neutral,8,Technical,8,7,7,787,1.44,41,agree,disagree,strongly agree,agree,1
1030,Female,50,Divorced,Undergraduate,Medical,29,27,80,Fixed-term,On-Site,Executive,18740,58,9731,1,disagree,5,HR,3,8,13,8601,4.42,5,disagree,strongly disagree,neutral,agree,0
1031,Male,35,Married,Doctorate,Medical,6,5,1826,Fixed-term,Hybrid,Senior,2705,38,7187,2,disagree,5,Technical,4,3,0,9794,3.34,2,agree,neutral,neutral,agree,0
1032,Male,49,Divorced,Doctorate,Life Sciences,31,31,638,Fixed-term,On-Site,Graduate/intern,19502,49,6731,5,disagree,6,HR,9,9,0,3227,5.22,34,neutral,strongly agree,neutral,agree,0
1033,Male,31,Divorced,Doctorate,Medical,13,7,653,Contract,Remote,Junior,5460,35,5872,4,strongly agree,12,Management,7,7,5,6863,5.86,17,agree,disagree,strongly agree,strongly agree,0
1034,Female,40,Married,Undergraduate,Life Sciences,7,4,1802,Contract,Remote,Graduate/intern,3377,47,11078,3,strongly agree,2,Technical,3,2,0,3495,0.08,10,disagree,neutral,strongly disagree,strongly agree,0
1035,Male,24,Married,School,Life Sciences,6,5,150,Casual/adhoc,Remote,Junior,2774,35,9067,5,strongly agree,6,HR,3,2,1,9105,7.61,19,neutral,agree,neutral,strongly agree,0
1036,Male,32,Single,Post-graduate,Technical Degree,4,4,2038,Casual/adhoc,On-Site,Junior,2439,48,5983,3,agree,10,HR,2,2,1,945,7.13,4,neutral,strongly disagree,strongly disagree,neutral,0
1037,Male,33,Married,Doctorate,Life Sciences,8,2,1560,Permanent,Remote,Graduate/intern,6392,57,9698,1,disagree,0,HR,2,2,2,1264,3.66,18,strongly disagree,neutral,strongly disagree,neutral,0
1038,Male,60,Divorced,Doctorate,Marketing,12,11,1233,Contract,Hybrid,Executive,5220,41,10178,1,neutral,6,Finance,7,9,1,6004,0.53,21,neutral,neutral,agree,strongly agree,0
1039,Female,37,Married,5,Medical,15,13,529,Contract,Hybrid,Junior,4449,54,7457,1,strongly agree,0,Management,11,7,10,5460,7.55,18,neutral,strongly agree,neutral,agree,0
1040,Female,42,Married,Doctorate,Life Sciences,10,10,659,Permanent,On-Site,Graduate/intern,4089,40,6811,3,strongly agree,13,Finance,2,2,2,454,9.55,46,neutral,neutral,strongly agree,neutral,0
1041,Male,27,Married,School,Medical,6,2,7,Contract,Hybrid,Junior,3468,31,5513,5,disagree,7,HR,2,2,2,1972,2.4,15,neutral,strongly agree,disagree,agree,0
1042,Female,38,Single,Post-graduate,Life Sciences,8,3,1583,Contract,Hybrid,Mid,4198,44,8914,1,strongly agree,6,Management,2,2,1,2124,3.24,23,agree,strongly disagree,disagree,strongly agree,0
1043,Male,59,Married,Post-graduate,Life Sciences,7,1,309,Contract,On-Site,Executive,2177,41,6645,5,agree,0,Finance,0,0,0,2917,1.84,40,neutral,strongly disagree,agree,agree,0
1044,Male,40,Single,Doctorate,Medical,21,21,1740,Contract,Remote,Senior,19833,41,6563,3,agree,2,Operations,8,8,12,3932,5.77,3,disagree,agree,disagree,agree,0
1045,Female,50,Married,Post-graduate,Life Sciences,19,18,1040,Permanent,Remote,Junior,6347,38,7476,5,strongly agree,3,Finance,7,13,0,8357,1.55,14,neutral,strongly agree,neutral,strongly agree,0
1046,Female,35,Married,Post-graduate,Medical,5,5,975,Casual/adhoc,Remote,Mid,4601,50,5863,3,disagree,12,Technical,2,0,1,2681,3.56,24,neutral,strongly agree,neutral,agree,0
1047,Female,47,Single,Undergraduate,Life Sciences,8,5,785,Permanent,On-Site,Senior,6397,53,1869,3,disagree,18,Finance,4,3,1,9682,6.97,43,neutral,disagree,neutral,strongly disagree,1
1048,Female,31,Single,Post-graduate,Life Sciences,7,7,1537,Contract,Hybrid,Senior,4084,31,0,4,disagree,8,Technical,2,7,7,9422,5.6,34,strongly disagree,disagree,neutral,disagree,1
1049,Female,29,Married,Post-graduate,Medical,11,8,793,Casual/adhoc,Remote,Junior,4335,51,7653,3,strongly disagree,6,Finance,7,1,1,2586,3.86,13,disagree,agree,neutral,strongly agree,0
1050,Female,32,Married,Doctorate,Other,6,3,1607,Casual/adhoc,Remote,Graduate/intern,3312,32,5797,3,strongly agree,0,HR,2,2,0,9126,4.2,48,neutral,strongly disagree,strongly agree,strongly agree,0
1051,Male,60,Single,Doctorate,Marketing,10,2,732,Casual/adhoc,On-Site,Junior,5405,41,5905,2,disagree,0,Operations,2,2,2,8518,5.62,18,neutral,disagree,strongly disagree,strongly agree,0
1052,Male,28,Single,Undergraduate,Technical Degree,10,10,1082,Contract,Remote,Mid,8722,57,3585,1,agree,16,Technical,7,9,1,2543,0.06,37,disagree,neutral,strongly disagree,disagree,1
1053,Female,56,Married,5,Marketing,6,0,1935,Permanent,On-Site,Senior,5380,59,5038,4,neutral,7,HR,0,0,0,9019,0.79,35,neutral,strongly disagree,strongly disagree,strongly agree,0
1054,Male,45,Divorced,Post-graduate,Life Sciences,24,24,425,Permanent,Hybrid,Junior,5210,55,8145,4,neutral,6,Management,9,11,9,1136,8.81,6,neutral,neutral,strongly disagree,neutral,0
1055,Male,26,Single,Post-graduate,Life Sciences,1,1,55,Permanent,On-Site,Graduate/intern,2293,45,961,4,disagree,13,Technical,0,1,0,8784,0.78,29,disagree,strongly agree,neutral,strongly disagree,1
1056,Male,41,Married,5,Medical,7,4,1448,Contract,On-Site,Junior,2127,50,6100,2,neutral,6,Technical,2,3,0,7535,7.07,18,disagree,strongly disagree,neutral,strongly agree,0
1057,Female,29,Single,Doctorate,Medical,5,5,2054,Fixed-term,On-Site,Executive,3785,57,5872,3,neutral,5,Operations,4,4,0,1648,9.2,48,strongly disagree,agree,strongly disagree,strongly agree,0
1058,Female,34,Married,Post-graduate,Life Sciences,10,10,1701,Fixed-term,On-Site,Graduate/intern,2929,53,9507,1,strongly disagree,0,Operations,9,7,8,9435,2.71,24,neutral,strongly agree,strongly agree,strongly agree,0
1059,Female,46,Divorced,Undergraduate,Marketing,24,24,244,Permanent,Hybrid,Mid,10453,55,5982,5,agree,8,Technical,13,7,15,5165,3.7,15,neutral,strongly agree,strongly disagree,strongly agree,0
1060,Male,40,Divorced,Post-graduate,Medical,8,3,1474,Casual/adhoc,Hybrid,Senior,2345,59,10038,3,agree,0,Technical,1,2,1,6596,5.69,46,strongly agree,neutral,neutral,neutral,0
1061,Male,33,Married,Post-graduate,Medical,5,4,1477,Fixed-term,Remote,Junior,4373,30,6924,2,strongly disagree,13,Operations,3,3,0,6283,8.82,39,neutral,strongly agree,strongly disagree,strongly agree,0
1062,Male,23,Divorced,School,Life Sciences,4,4,465,Fixed-term,Hybrid,Graduate/intern,2904,50,5009,3,strongly disagree,8,Technical,2,2,0,4057,9.42,50,disagree,disagree,strongly agree,disagree,0
1063,Male,33,Married,Post-graduate,Medical,14,14,1698,Contract,Hybrid,Executive,2028,32,8438,3,neutral,16,Finance,11,13,2,3507,7.4,7,neutral,strongly disagree,disagree,agree,0
1064,Male,34,Single,Post-graduate,Medical,14,13,1184,Casual/adhoc,Remote,Graduate/intern,5343,49,9274,2,strongly agree,6,Technical,9,9,4,739,0.87,17,neutral,disagree,strongly disagree,neutral,0
1065,Male,40,Divorced,Doctorate,Medical,3,1,964,Permanent,Hybrid,Executive,3617,31,5783,4,neutral,8,Operations,1,0,0,272,6.69,27,neutral,neutral,disagree,agree,0
1066,Male,25,Married,Post-graduate,Medical,6,2,538,Permanent,On-Site,Mid,4031,38,4435,4,strongly disagree,11,Finance,2,2,0,5766,4.1,15,neutral,neutral,strongly disagree,neutral,1
1067,Male,36,Married,Undergraduate,Marketing,12,4,1908,Casual/adhoc,On-Site,Senior,5507,48,8136,1,agree,4,HR,2,3,1,4454,4.71,18,strongly disagree,strongly disagree,disagree,strongly agree,0
1068,Male,25,Married,School,Medical,2,2,143,Permanent,Remote,Mid,2889,44,7691,1,neutral,0,Technical,2,1,2,4059,0.49,41,neutral,strongly agree,agree,agree,0
1069,Male,49,Single,Undergraduate,Life Sciences,20,4,1420,Permanent,Remote,Junior,4284,47,2920,4,strongly agree,22,Management,3,3,1,8808,1.91,16,neutral,agree,strongly disagree,strongly agree,1
1070,Male,36,Single,Post-graduate,Life Sciences,15,4,1659,Permanent,Remote,Graduate/intern,2013,55,9263,5,neutral,5,Finance,3,3,1,8814,7.91,44,neutral,neutral,disagree,agree,0
1071,Male,38,Married,Post-graduate,Life Sciences,10,9,1582,Contract,On-Site,Executive,9924,40,6997,3,disagree,4,HR,8,7,7,2986,4.54,12,neutral,strongly disagree,disagree,strongly agree,0
1072,Male,26,Single,Undergraduate,Medical,7,2,1037,Permanent,Hybrid,Executive,4969,54,931,5,neutral,13,Operations,2,2,2,2264,3.02,6,neutral,agree,strongly disagree,strongly disagree,1
1073,Male,37,Married,Post-graduate,Life Sciences,9,4,1631,Casual/adhoc,On-Site,Graduate/intern,5768,52,3969,3,strongly disagree,1,HR,3,2,0,4045,3.84,26,disagree,strongly agree,neutral,strongly agree,0
1074,Female,42,Single,Undergraduate,Medical,12,12,1480,Permanent,Remote,Graduate/intern,3673,45,3988,4,agree,5,Management,9,8,5,5335,8.54,9,neutral,neutral,strongly agree,strongly agree,0
1075,Female,37,Divorced,School,Life Sciences,6,5,802,Casual/adhoc,Hybrid,Junior,2782,51,7931,1,agree,0,Operations,3,3,4,7846,7.49,33,disagree,strongly disagree,strongly disagree,agree,0
1076,Female,30,Divorced,Post-graduate,Human Resources,6,4,1747,Permanent,Hybrid,Mid,2180,46,3226,1,strongly disagree,13,Management,2,2,1,2690,2.72,35,disagree,strongly disagree,strongly agree,strongly disagree,1
1077,Male,32,Single,Doctorate,Life Sciences,8,1,1966,Fixed-term,On-Site,Executive,9679,34,9274,5,disagree,0,Technical,0,0,0,7854,1.18,24,neutral,strongly disagree,strongly agree,strongly agree,0
1078,Male,23,Married,Undergraduate,Life Sciences,1,1,1270,Fixed-term,Remote,Junior,1223,41,9760,1,strongly disagree,6,Operations,0,1,0,5034,2.52,5,neutral,neutral,neutral,strongly agree,0
1079,Male,31,Married,Doctorate,Technical Degree,6,5,423,Fixed-term,On-Site,Mid,4821,40,7009,4,neutral,0,Technical,2,3,0,4176,9.21,23,neutral,agree,agree,neutral,0
1080,Female,42,Divorced,Post-graduate,Medical,10,9,351,Casual/adhoc,Hybrid,Junior,2593,59,9397,5,strongly disagree,0,HR,6,8,7,5285,5.82,17,neutral,strongly disagree,strongly disagree,agree,0
